,Date,Action,Ticker,Quantity,Price,Cash
78,2019-04-30,SELL,NVDA,55984,4.451748371124268,688254.5338275433
79,2019-04-30,BUY,TSLA,42754,16.097999572753906,0.6600940227508545
80,2019-05-18,SELL,TSLA,42754,14.0686674118042,601492.4666182995
81,2019-05-31,BUY,NVDA,116051,3.4572551250457764,200274.5521016121
82,2019-05-31,BUY,TSLA,15960,12.54800033569336,8.46674394607544
83,2019-06-28,SELL,TSLA,10670,14.855999946594238,158521.9861741066
84,2019-06-28,BUY,NVDA,39076,4.056703090667725,2.2562031745910645
85,2019-07-31,SELL,NVDA,2901,4.360402584075928,12651.784099578857
86,2019-07-31,BUY,TSLA,783,16.150667190551758,5.811689376831055
87,2019-08-16,SELL,TSLA,6073,14.37600040435791,87311.26214504242
88,2019-08-30,BUY,NVDA,1146,4.154504776000977,82550.1996717453
89,2019-08-30,BUY,TSLA,5584,14.780667304992676,14.95344066619873
90,2019-09-30,SELL,NVDA,6211,4.272921562194824,26554.069263458252
91,2019-09-30,BUY,TSLA,1645,16.142000198364258,0.47893714904785156
92,2019-10-31,SELL,TSLA,2818,21.000667572021484,59180.36015510559
93,2019-10-31,BUY,NFLX,42,291.45001220703125,46939.45964241028
94,2019-10-31,BUY,NVDA,9277,5.050086498260498,89.80719804763794
95,2019-11-29,SELL,TSLA,4410,22.086000442504883,97489.06914949417
96,2019-11-29,BUY,NFLX,35,315.92999267578125,86431.51940584183
97,2019-11-29,BUY,NVDA,15869,5.433221817016602,211.7223916053772
98,2019-12-31,SELL,NFLX,12,323.30999755859375,4091.442362308502
99,2019-12-31,SELL,NVDA,36069,5.783752918243408,212705.62637043
100,2019-12-31,SELL,TSLA,1,27.64666748046875,212733.27303791046
101,2019-12-31,BUY,CSCO,5259,40.44773483276367,18.635552406311035
